udise,school_name,block,cluster,grade,student_pseudo_id,subject,pct_correct
21150607401,"Govt. Upper Primary School, Solanda",Kishore Nagar,KISHOREGANJ,Grade 5,8,English,46.7
21150705201,Govt ups Tiribi,Palalahada,Sahargurujanga,Grade 8,1,English,75.0
21150707402,"Govt. ps, malarbeda",Palalahada,Chungamatia,Grade 5,6,English,20.0
21150700101,ALLORI ASHRAM SCHOOL,Palalahada,Govt.UPS Munduribeda,Grade 8,31,SST,70.0
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,2,Maths,90.0
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,41,SST,70.0
21150502101,GOVT PS SARADHAPUR,Kaniha,Govt High school Badatribida,Grade 5,4,EVS,80.0
21150111501,KHALARI HS,Anugola,KHAMAR PS CLUSTER,Grade 8,7,Maths,65.0
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,43,English,10.0
21150623501,"Govt. Upper Primary School,Khamar",Kishore Nagar,Govt ups Angapada Turuda,Grade 5,5,Odia,86.7
21150612201,JHARABERENI G.P HIGH SCHOOL,Kishore Nagar,Ambapal High school,Grade 8,23,Science,70.0
21151001101,GOVT GIRLS HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 8,26,Science,50.0
21150605701,M M GOVT UPS NATADA,Kishore Nagar,GOVT UPS KENDUNALI,Grade 8,11,Maths,70.0
21150819102,"N K Vidyapitha ,Southbalanda",Talachera,Gobara NHS,Grade 8,21,Odia,55.0
21150107901,NUAGAON NEW UPS,Anugola,KHAMAR PS CLUSTER,Grade 5,5,Odia,80.0
21150312402,"GOVT.PRIMARY SCHOOL,MAHULABURI SAHI,GOLABANDHA",Banarpal,GOVT UPS GANDIBEDHA,Grade 5,5,EVS,73.3
21150300401,JAMUNDA UPS,Banarpal,JAMUNDA UPS,Grade 5,6,Maths,93.3
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Grade 8,2,Maths,5.0
21150411802,"Govt. Primary School, Machhakuta Talasahi",Chhendipada,MACHHAKUTA UPS,Grade 5,4,Maths,66.7
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 8,15,Science,75.0
21151101401,Deulbera colliery Model Nodal HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,4,Science,25.0
21150107851,"PHS, CHHELIAPADA",Anugola,KHAMAR PS CLUSTER,Grade 8,50,Odia,65.0
21150611801,"GOVT.UPS,DALPAKA",Kishore Nagar,Ambapal High school,Grade 8,3,English,60.0
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,52,Odia,30.0
21150403301,"Govt. Upper Primary School, Ghuntulipasi",Chhendipada,Basantapur NUPS,Grade 5,3,English,60.0
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Grade 8,15,English,20.0
21150815301,Bharati HS,Talachera,Biharipur PUPS,Grade 8,35,English,30.0
21151101401,Deulbera colliery Model Nodal HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,41,English,40.0
21150231601,GOVT SS DHANDATOPA,Athamalik,THAKURGARH PS,Grade 5,17,EVS,40.0
21150304702,Santarapur npups,Banarpal,Fulapada ups,Grade 8,27,SST,15.0
21150111206,Mundiasahi P. s,Anugola,Jhatakipasi,Grade 5,8,Maths,100.0
21150417801,"Govt. Upper Primary School, Nuapada",Chhendipada,Govt UGHS Bahalasahi,Grade 5,4,Odia,86.7
21150407001,"Govt. Primary School, Andharikata",Chhendipada,Govt UGHS Bahalasahi,Grade 5,8,Odia,80.0
21150229401,RAINALI/HEMAMURA ASS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,2,Maths,65.0
21150726701,GOVT PS NANDINIPALI,Palalahada,GOVT.UGHS SEEGARH,Grade 5,9,EVS,66.7
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Grade 8,15,Odia,50.0
21151101901,Handidhua HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,34,Maths,50.0
21150116101,M.M PATNA PUPS,Anugola,Purunagarh,Grade 8,29,Maths,45.0
21150105751,Bantala Girls HS,Anugola,BANTALA,Grade 8,8,English,30.0
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Grade 8,36,Odia,80.0
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Grade 8,8,English,75.0
21150806406,Ghantapada NHS,Talachera,Ghantapada NHS,Grade 5,5,Maths,13.3
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Grade 8,14,English,45.0
21150714604,"Govt.UPS, Kunjam",Palalahada,Govt ups kunjam,Grade 5,2,Odia,66.7
21150620102,Govt UPS Oskapali,Kishore Nagar,Govt UPS Jairat,Grade 5,13,English,93.3
21150214302,Govt UPS Nilakanthapada,Athamalik,NILAKANTHAPADA UPS,Grade 8,9,English,45.0
21150105702,Bantala nodal High school,Anugola,BANTALA,Grade 8,35,SST,60.0
21150205351,Jamudoli GPHS,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 8,45,Maths,95.0
21150716551,SIBIDA PVTG GIRLS HS,Palalahada,Govt. UPS SIBIDA,Grade 8,7,Odia,65.0
21150713601,GOVT UPS BARKOTIA,Palalahada,Barkotia ups,Grade 5,18,Odia,26.7
21150804601,"Colliery HS ,Dera",Talachera,Ghantapada NHS,Grade 8,36,Odia,35.0
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Grade 8,7,SST,75.0
21150205351,Jamudoli GPHS,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 8,46,English,75.0
21150505905,Govt.ups Patanasahi,Kaniha,GADASILA UPS Kaniha,Grade 5,5,Odia,80.0
21150309401,GOVT. UPS TURANG,Banarpal,GOVT UPS TURANG,Grade 5,12,EVS,60.0
21150622001,GOVT.UPS DEKRUD,Kishore Nagar,Govt UPS Sanjamura,Grade 8,3,Maths,50.0
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Grade 8,2,SST,70.0
21150313002,"Govt UPS, Maratira",Banarpal,Brajamohan nups,Grade 5,11,Maths,93.3
21150315306,Tubey PUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Grade 5,9,Odia,60.0
21150611003,"RADHAKRISHNA HS,JAMUNALI",Kishore Nagar,Khandabar PS,Grade 8,9,SST,90.0
21150122701,GAINDI PS,Anugola,Purunakote PS,Grade 5,6,Maths,80.0
21150612201,JHARABERENI G.P HIGH SCHOOL,Kishore Nagar,Ambapal High school,Grade 8,10,Science,95.0
21150406102,"Patitapaban Govt. High School, Jarapada",Chhendipada,DURGAPUR NUPS,Grade 8,23,Odia,45.0
21150716551,SIBIDA PVTG GIRLS HS,Palalahada,Govt. UPS SIBIDA,Grade 5,22,EVS,46.7
21150523301,"Govt.PS,Podagarh",Kaniha,SUSUBA,Grade 5,2,English,53.3
21150310302,GOVT. UGHS NUAHATA,Banarpal,NUAHATA CLUSTER,Grade 8,32,Science,50.0
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,64,Science,60.0
21150226501,Govt PS Nuamantir,Athamalik,NILAKANTHAPADA UPS,Grade 5,1,English,73.3
21150702401,"GOVT UPS HATIGHINCHA, BALIPASI",Palalahada,GOVT.UGHS SEEGARH,Grade 8,13,English,60.0
21150111207,Nuasahi UP school,Anugola,Jhatakipasi,Grade 5,15,English,26.7
21150609601,"Govt. Primary School, Rajamunda",Kishore Nagar,"GOVT UPS, HIMITIRA",Grade 5,6,English,93.3
21150805301,Biharipur PUPS,Talachera,Biharipur PUPS,Grade 8,11,SST,45.0
21150409602,"Govt. Upper Primary School, Korada",Chhendipada,korada ups,Grade 5,19,Maths,80.0
21150515001,GOVT.UPS DANDASINGHA,Kaniha,GOVT UPS JARADA,Grade 8,23,Science,100.0
21150609503,"Govt. Upper Primary School, Himitira",Kishore Nagar,"GOVT UPS, HIMITIRA",Grade 8,13,SST,80.0
21150106301,Baragounia GP HS,Anugola,Pokatunga,Grade 8,47,English,55.0
21150113903,Kumurisingha p s,Anugola,PNHS Kumurisingha,Grade 5,5,EVS,40.0
21150405105,"Govt. Upper Primary School, Chhendipada Kumbharsahi",Chhendipada,Chhendipada HS,Grade 5,17,English,20.0
21150502201,GOVT UPS BAJRAKOTE,Kaniha,Bajrakote Nodal UPS,Grade 8,1,SST,85.0
21150101802,NUAKHETA PS,Anugola,Badakantakul,Grade 5,15,English,93.3
21150800252,BHARATPUR HS,Talachera,BADAJORADA NUPS,Grade 8,5,Maths,65.0
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Grade 5,32,Maths,86.7
21150608203,"MAHANADI GOVT HIGH SCHOOL, HANDAPA",Kishore Nagar,Handapa PS,Grade 8,15,English,65.0
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 5,35,EVS,40.0
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Grade 8,15,Science,30.0
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Grade 8,7,Science,55.0
21150306204,"Govt u.p.s, Similisahi",Banarpal,Kumanda Jarasingha Cluster,Grade 5,15,English,53.3
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Grade 5,4,English,53.3
21150113901,PNHS KUMURISINGHA,Anugola,PNHS Kumurisingha,Grade 8,49,SST,15.0
21150201701,Bandhagaon ups,Athamalik,Ambasarmunda,Grade 8,8,Maths,40.0
21150310302,GOVT. UGHS NUAHATA,Banarpal,NUAHATA CLUSTER,Grade 8,64,Maths,60.0
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Grade 8,24,English,10.0
21150706201,GOVT PS JHARABAHAL,Palalahada,BATISUAN,Grade 5,3,English,93.3
21150702401,"GOVT UPS HATIGHINCHA, BALIPASI",Palalahada,GOVT.UGHS SEEGARH,Grade 5,11,Maths,66.7
21150618552,"Govt. Primary School, Baghamari",Kishore Nagar,KISHOREGANJ,Grade 5,7,English,93.3
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,18,SST,80.0
21150807601,Gopalprasad NHS,Talachera,Gopalprasad NHS,Grade 8,28,English,25.0
21150228301,GOVT.UPS TALEIPATHAR,Athamalik,GHODABANDHUNI UPS,Grade 8,1,SST,85.0
21150706301,Jhimiripali PS,Palalahada,Town Girls' UPS,Grade 5,7,EVS,86.7
21150815305,Pravakar NUPS,Talachera,Biharipur PUPS,Grade 5,2,Odia,66.7
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Grade 5,2,Maths,80.0
21150207901,Govt U.P.S Baradakata,Athamalik,KANDHAPADA NUPS,Grade 5,7,English,80.0
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Grade 8,28,English,55.0
21150114501,"GOVT. UPS, KANDHAKOILI",Anugola,Saradhapur,Grade 8,1,SST,60.0
21150514501,GOVT HS KAKUDIA,Kaniha,DERANG,Grade 8,3,SST,80.0
21150228601,GOVT. UPS BATRAKHOL,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 5,3,English,66.7
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Grade 8,15,English,55.0
21150410301,"Govt. Upper Primary School, Kansanali",Chhendipada,KOSALA PS,Grade 5,8,English,93.3
21150312601,Amantapur UPS,Banarpal,Brajamohan nups,Grade 5,3,English,53.3
21150209701,"GOPINATH JEW HS,KANTAPADA",Athamalik,TAPADHOL,Grade 8,19,Odia,80.0
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 8,26,Science,80.0
21150717201,GOVT UPS KANTANALI,Palalahada,KANTALA,Grade 5,7,Odia,73.3
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Grade 5,16,English,73.3
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,3,English,75.0
21150716901,GOVT PS CHHELIABEDA,Palalahada,KANTALA,Grade 5,3,EVS,40.0
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Grade 8,34,Science,70.0
21150512501,"GOVT UP SCHOOL, DUMUDUMA",Kaniha,DUMUDUMA,Grade 8,38,Science,40.0
21150602472,RENGALBEDA PS,Kishore Nagar,YJHS BAMUR,Grade 5,7,EVS,86.7
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 8,14,SST,45.0
21150624401,Govt PS Jhinkibahal,Kishore Nagar,Govt UPS Jairat,Grade 5,2,Odia,93.3
21150515201,Govt PS Gandaberena,Kaniha,GOVT UPS JARADA,Grade 5,5,English,73.3
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Grade 8,4,SST,65.0
21150606501,GOVT HS KISHORE NAGAR,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 8,45,Odia,50.0
21150104901,Surah project u p school,Anugola,PNHS Kumurisingha,Grade 5,5,Odia,40.0
21150404501,"Govt. Upper Primary School, Badaberena",Chhendipada,GOVT UPS BRAHMANBIL,Grade 5,11,Maths,93.3
21150309103,GOVT UPS KURUDOL,Banarpal,GOVT UPS TURANG,Grade 8,25,Maths,55.0
21150723701,GOVT PS JAMUDIHI,Palalahada,Saida,Grade 5,4,English,66.7
21150118102,POKATUNGA NODAL HS,Anugola,Pokatunga,Grade 8,48,Odia,75.0
21151101001,NRHR PUPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 5,2,English,20.0
21150220601,KUTULUSINGA PS,Athamalik,MAIMURA PS,Grade 5,2,English,73.3
21150100402,Govt UGHS Antulia,Anugola,Antulia,Grade 5,9,EVS,80.0
21150200701,GOVT.PS KUNDAPUR,Athamalik,KUTESWAR UPS,Grade 5,2,EVS,86.7
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,10,SST,75.0
21150313302,Jarada Uppersahi PPS,Banarpal,Brajamohan nups,Grade 5,4,English,80.0
21150808303,Gurujang Nuasahi PUPS,Talachera,Brajanathpur UPS,Grade 5,9,Maths,60.0
21151000501,GOVT UPS BARGAON,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 8,10,English,25.0
21150719802,"GOVT.PS,BHALUKI",Palalahada,GOVT UPS KANTIAPASHI,Grade 5,2,English,46.7
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 8,27,English,30.0
21150417304,"Govt. Primary School, Tangarasahi",Chhendipada,Kankarei UPS,Grade 5,5,EVS,80.0
21150708801,Malyagiri Govt High School,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,16,Odia,45.0
21151001201,PM SHRI MAHENDRA HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 5,26,English,0.0
21150308305,SMELTER MUNDA HUTTING UPS,Banarpal,KANDASAR,Grade 8,10,Science,80.0
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Grade 8,19,English,20.0
21150408403,"Govt. Upper Primary School, Kankarai",Chhendipada,Kankarei UPS,Grade 5,4,English,40.0
21150500401,GOVT UPS KARADAKHMAN,Kaniha,GOVT UPS ARKIL,Grade 8,4,SST,50.0
21150809401,HENSMUL NUPS,Talachera,TALABEDA UPS,Grade 5,3,EVS,86.7
21150605701,M M GOVT UPS NATADA,Kishore Nagar,GOVT UPS KENDUNALI,Grade 8,19,Maths,55.0
21150107201,Bedasasan gp Nodal High school,Anugola,BEDASASAN,Grade 5,1,EVS,80.0
21151001101,GOVT GIRLS HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 8,21,Science,45.0
21150408601,"Govt. Upper Primary School, Badamul",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 8,7,Odia,35.0
21150314301,TALMUL PATANA UPS,Banarpal,MAHIDHARPUR HS,Grade 8,3,Odia,35.0
21150706301,Jhimiripali PS,Palalahada,Town Girls' UPS,Grade 5,18,English,66.7
21150613202,"GOVT.UPS,KADALIMUNDA",Kishore Nagar,Kadalimunda ups,Grade 8,8,English,90.0
21150306501,KANYABEDA UPS,Banarpal,KANDASAR,Grade 8,8,English,45.0
21150106501,Magurkhal PS,Anugola,Pokatunga,Grade 5,1,EVS,80.0
21151001101,GOVT GIRLS HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 5,10,Maths,80.0
21150200201,GOVT.UPS ANANTAPALI,Athamalik,KUTESWAR UPS,Grade 5,10,EVS,46.7
21150505905,Govt.ups Patanasahi,Kaniha,GADASILA UPS Kaniha,Grade 5,6,English,93.3
21150704701,GOVT UPS KORADA,Palalahada,BATISUAN,Grade 8,7,SST,35.0
21150703301,Govt PS DUDIPANI,Palalahada,Jagannath Govt HS Itee,Grade 5,9,English,53.3
21150610302,Govt PS Jairat,Kishore Nagar,Govt UPS Jairat,Grade 5,22,English,66.7
21150709602,GOVT UPS JHARBEDA,Palalahada,GOVT UPS JHARBEDA,Grade 8,31,English,50.0
21150606001,GOVT UPS BAIJA,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 5,3,Odia,66.7
21150505001,GOVT AS PALASABAHALI,Kaniha,GOVT UPS BALIPASI,Grade 8,23,Maths,65.0
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 5,22,Odia,33.3
21150726801,GOVT PS TIMI,Palalahada,GOVT.UGHS SEEGARH,Grade 5,6,Maths,46.7
21150616201,GOVT UPS DANGIANI,Kishore Nagar,MHS NAKCHI,Grade 8,11,English,40.0
21150107851,"PHS, CHHELIAPADA",Anugola,KHAMAR PS CLUSTER,Grade 8,27,Maths,80.0
21150211201,Govt. PS Kumbhia,Athamalik,Kiakata PS,Grade 5,2,Odia,53.3
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 8,26,SST,80.0
21150307604,TENTULIPASI PS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 5,2,Odia,60.0
21150102502,CHAMPATIMUNDA PROJECT UPS,Anugola,BADAKERA UPS,Grade 8,11,Maths,95.0
21150611003,"RADHAKRISHNA HS,JAMUNALI",Kishore Nagar,Khandabar PS,Grade 8,13,SST,90.0
21150229401,RAINALI/HEMAMURA ASS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,6,Odia,90.0
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,38,Science,85.0
21150101802,NUAKHETA PS,Anugola,Badakantakul,Grade 5,13,Odia,86.7
21150706803,GOVT UPS RANJO,Palalahada,BATISUAN,Grade 5,13,Maths,53.3
21150516502,"PM SHRI PABITRA MOHAN GOVT. HIGHER SECONDARY SCHOOL, KANIHA",Kaniha,Govt PS kaniha,Grade 8,23,Science,25.0
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 8,11,Odia,75.0
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Grade 8,7,SST,30.0
21150613701,"GOVT.U.P.SCHOOL, TAPURSINGA",Kishore Nagar,Kadalimunda ups,Grade 5,7,Maths,100.0
21150513301,"GOVT UP SCHOOL, SIBARAMPUR",Kaniha,DUMUDUMA,Grade 8,2,Science,75.0
21150504301,GOVT AS KALIADAMA,Kaniha,GOVT UPS BALIPASI,Grade 8,10,SST,65.0
21150610801,Badibahal SS,Kishore Nagar,Khandabar PS,Grade 8,3,SST,80.0
21150203751,ARJUN HS BASUDEVPUR,Athamalik,GOVT UPS BAJAPUR,Grade 8,7,Science,10.0
21150700901,GOVT.UGHS VETIA,Palalahada,Govt.UPS Munduribeda,Grade 8,1,Maths,90.0
21150115302,BADADANDASAHI PPS,Anugola,Purunagarh,Grade 5,2,Maths,86.7
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,27,SST,75.0
21150211003,Govt. UPS Kiakata,Athamalik,Kiakata PS,Grade 8,38,Maths,90.0
21150610301,Jairat High School,Kishore Nagar,Govt UPS Jairat,Grade 8,26,English,45.0
21150608802,GOVT UPS PAPASARA,Kishore Nagar,Handapa PS,Grade 8,4,Maths,80.0
21150406502,"Govt. Upper Primary School, Bhagirathipur",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 5,12,Odia,93.3
21150500603,GOVT UPS BADAGUNDURI,Kaniha,Badagunduri,Grade 8,2,Science,55.0
21150705501,GOVT UPS SUSAB,Palalahada,CHASAGURUJANG UPS,Grade 5,11,Maths,86.7
21150409151,Gurundu Gopal HS,Chhendipada,Jereng Dehuri Sahi UGHS,Grade 8,20,English,35.0
21150805601,Jandabahal PS,Talachera,Biharipur PUPS,Grade 5,3,EVS,93.3
21150505001,GOVT AS PALASABAHALI,Kaniha,GOVT UPS BALIPASI,Grade 8,14,SST,65.0
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,23,Science,75.0
21150106801,Basala project u p sahu,Anugola,BEDASASAN,Grade 5,6,EVS,86.7
21150606601,GOVT PS PANDURIPATHAR,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 5,1,Odia,93.3
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 5,30,Odia,86.7
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Grade 8,16,Maths,45.0
21150411101,"Govt. Primary School, Nuamauza",Chhendipada,Kukurpeta,Grade 5,9,Odia,86.7
21150122201,KANTAMEGHA PS,Anugola,GADATARAS,Grade 5,4,Odia,53.3
21150312101,"GOVT.UPS,GANDIBEDHA",Banarpal,GOVT UPS GANDIBEDHA,Grade 5,12,EVS,53.3
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Grade 8,1,Science,50.0
21150401203,"Govt. High School, Balipata",Chhendipada,Balipatta,Grade 8,67,Odia,85.0
21150111602,KHAMAR PS,Anugola,KHAMAR PS CLUSTER,Grade 5,4,English,26.7
21150313302,Jarada Uppersahi PPS,Banarpal,Brajamohan nups,Grade 5,3,EVS,73.3
21150414201,Binapani HS,Chhendipada,Kanaloi ups,Grade 8,26,Science,70.0
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,1,SST,10.0
21150606952,"Maa Maheswari High School,Boinda",Kishore Nagar,KISHOREGANJ,Grade 8,23,Maths,80.0
21150419101,"Govt. Primary School, Katada Kodasahi",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 5,1,Maths,46.7
21150601901,"Govt. Primary School, Jiantanali",Kishore Nagar,Govt ups Angapada Turuda,Grade 5,1,EVS,86.7
21150102403,"PM SHRI SHREE JAGANNATH GOVT. HIGH SCHOOL,BADAKERA",Anugola,BADAKERA UPS,Grade 8,16,SST,95.0
21150709801,GOVT PS KHULUDI,Palalahada,GOVT UPS JHARBEDA,Grade 5,3,Odia,73.3
21150509601,KANAKESWARI GOVT HS SARADHAPUR,Kaniha,Saradhapur,Grade 5,4,English,73.3
21150621502,GOVT UPS RANIAKATA,Kishore Nagar,GOVT UPS RANIAKATA,Grade 8,14,English,45.0
21150209701,"GOPINATH JEW HS,KANTAPADA",Athamalik,TAPADHOL,Grade 8,21,English,75.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 8,76,Odia,30.0
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,7,Maths,75.0
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Grade 5,4,Maths,26.7
21150101401,BADAKANTAKUL NUPS,Anugola,Badakantakul,Grade 8,12,Odia,60.0
21150305801,GOVT UPS BISWANATHPUR,Banarpal,GOTAMARA,Grade 5,1,English,46.7
21150313901,"PM SHRI TALMUL HIGH SCHOOL , TALMUL",Banarpal,MAHIDHARPUR HS,Grade 8,19,Odia,55.0
21150410306,"Govt. Primary School, Similisahi",Chhendipada,KOSALA PS,Grade 5,6,Odia,80.0
21150117602,NANDAPUR UPS,Anugola,Purunagarh,Grade 8,50,Odia,75.0
21150605701,M M GOVT UPS NATADA,Kishore Nagar,GOVT UPS KENDUNALI,Grade 8,6,English,70.0
21150522601,PANCHAYAT H.S SANATRIBIDA,Kaniha,Govt High school Badatribida,Grade 8,14,Maths,60.0
21150708801,Malyagiri Govt High School,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,45,Maths,70.0
21150118102,POKATUNGA NODAL HS,Anugola,Pokatunga,Grade 8,41,SST,45.0
21150624201,PM Govt. UPS Urukula,Kishore Nagar,PABITRAMOHAN GOVT UPS URUKULA,Grade 8,25,Odia,55.0
21150403803,"Govt. Upper Primary School, Jambusahi",Chhendipada,GOVT UPS BRAHMANBIL,Grade 8,4,Maths,65.0
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,93,Science,45.0
21150709602,GOVT UPS JHARBEDA,Palalahada,GOVT UPS JHARBEDA,Grade 8,30,SST,55.0
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 5,30,Odia,66.7
21150710871,CBP HS JAYAMAL,Palalahada,Barkotia ups,Grade 8,5,Odia,45.0
21150614601,"GOVT. UPS, HINJIRIDA",Kishore Nagar,"Govt PS, Kanteikulia",Grade 8,4,Odia,90.0
21150207001,Govt U.P.S Dudum,Athamalik,KANDHAPADA NUPS,Grade 5,2,EVS,53.3
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,109,SST,55.0
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Grade 8,24,Odia,70.0
21150521801,GOVT UPS CHANDRABIL,Kaniha,Govt High school Badatribida,Grade 8,3,Science,75.0
21150120001,APARTI PROJECT PS,Anugola,BADAKERA UPS,Grade 5,4,Maths,73.3
21150615601,GOVT UPS BAISINA,Kishore Nagar,Handapa PS,Grade 5,5,Maths,66.7
21150102403,"PM SHRI SHREE JAGANNATH GOVT. HIGH SCHOOL,BADAKERA",Anugola,BADAKERA UPS,Grade 8,29,English,20.0
21150303101,BANARPAL SS,Banarpal,NUAHATA CLUSTER,Grade 5,9,Odia,100.0
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Grade 8,42,Maths,20.0
21150621502,GOVT UPS RANIAKATA,Kishore Nagar,GOVT UPS RANIAKATA,Grade 8,4,Science,60.0
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Grade 8,4,English,80.0
21150621502,GOVT UPS RANIAKATA,Kishore Nagar,GOVT UPS RANIAKATA,Grade 8,35,Odia,40.0
21150307601,HH GOVT. HS KUKUDANG,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 8,53,Odia,50.0
21150234802,Govt. UPS TUSAR,Athamalik,GOVT UPS BAJAPUR,Grade 8,21,Maths,80.0
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,34,Maths,70.0
21150409651,Korada GP HS,Chhendipada,korada ups,Grade 8,34,Maths,45.0
21150102403,"PM SHRI SHREE JAGANNATH GOVT. HIGH SCHOOL,BADAKERA",Anugola,BADAKERA UPS,Grade 8,6,English,25.0
21150223902,GOVT. PS PAIKSAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 5,12,EVS,66.7
21150700901,GOVT.UGHS VETIA,Palalahada,Govt.UPS Munduribeda,Grade 8,5,Maths,95.0
